"";"x"
"6358";"Ricinus communis_Ailinglaplap"
"6359";"Ricinus communis_Butaritari"
"6360";"Ricinus communis_NA"
"6361";"Ricinus communis_Enewetak"
"6362";"Ricinus communis_Enewetak"
"6363";"Ricinus communis_Guadalcanal"
"6364";"Ricinus communis_Guam"
"6365";"Ricinus communis_Guam"
"6366";"Ricinus communis_Makatea"
"6367";"Ricinus communis_Peleliu"
"6368";"Ricinus communis_Peleliu"
"6369";"Ricinus communis_Raivavae"
"6370";"Ricinus communis_Raivavae"
"6371";"Ricinus communis_Rapa"
"6372";"Ricinus communis_Rapa"
"6373";"Ricinus communis_Rapa"
"6374";"Ricinus communis_Rarotonga"
"6375";"Ricinus communis_Rimatara"
"6376";"Ricinus communis_Rimatara"
"6377";"Ricinus communis_Rota"
"6378";"Ricinus communis_Rurutu"
"6379";"Ricinus communis_Rurutu"
"6380";"Ricinus communis_Sarigan"
"6381";"Ricinus communis_Tahiti"
"6382";"Ricinus communis_Tahiti"
"6383";"Ricinus communis_Tinian"
"6384";"Ricinus communis_Tongatapu"
"6385";"Ricinus communis_Tongatapu"
"6386";"Ricinus communis_Tongatapu"
"6387";"Ricinus communis_Tubuai"
"6388";"Ricinus communis_Ua Huka"
"6389";"Ricinus communis_Upolu"
"6390";"Ricinus communis_Viti Levu"
"6391";"Ricinus communis_Yap"
"6392";"Ricinus communis_Yap"
"6393";"Rivina humilis_Eua"
"6394";"Rivina humilis_Aneityum"
"6395";"Rivina humilis_Efate"
"6396";"Rivina humilis_Fafa"
"6397";"Rivina humilis_Grande Terre"
"6398";"Rivina humilis_Grande Terre"
"6399";"Rivina humilis_Malakula"
"6400";"Rivina humilis_Malakula"
"6401";"Rivina humilis_Grande Terre"
"6402";"Rivina humilis_Nomuka"
"6403";"Rivina humilis_Tahiti"
"6404";"Rivina humilis_Tanna"
"6405";"Rivina humilis_Tongatapu"
"6406";"Rivina humilis_Tongatapu"
"6407";"Rivina humilis_Tongatapu"
"6408";"Rivina humilis_Velitoa"
"6409";"Rivina humilis_Velitoa"
"6410";"Rivina humilis_Viti Levu"
"6411";"Roldana petasitis_O'ahu"
"6412";"Roldana petasitis_O'ahu"
"6413";"Rosa multiflora_Hawai'i"
"6414";"Rosenbergiodendron formosum_Kaua'i"
"6415";"Rubus praecox_O'ahu"
"6416";"Rubus moluccanus_Grande Terre"
"6417";"Rubus moluccanus_Guadalcanal"
"6418";"Rubus moluccanus_Kadavu"
"6419";"Rubus moluccanus_Kosrae"
"6420";"Rubus moluccanus_Kosrae"
"6421";"Rubus moluccanus_Kosrae"
"6422";"Rubus moluccanus_Kosrae"
"6423";"Rubus moluccanus_Kosrae"
"6424";"Rubus moluccanus_Kosrae"
"6425";"Rubus moluccanus_Kosrae"
"6426";"Rubus moluccanus_Kosrae"
"6427";"Rubus moluccanus_Kosrae"
"6428";"Rubus moluccanus_Kosrae"
"6429";"Rubus moluccanus_Kosrae"
"6430";"Rubus moluccanus_Kosrae"
"6431";"Rubus moluccanus_San Cristobal"
"6432";"Rubus moluccanus_Moala"
"6433";"Rubus moluccanus_Moala"
"6434";"Rubus moluccanus_Vanua Levu"
"6435";"Rubus moluccanus_Vanua Levu"
"6436";"Rubus moluccanus_Viti Levu"
"6437";"Rubus moluccanus_Viti Levu"
"6438";"Rubus moluccanus_Viti Levu"
"6439";"Rubus moluccanus_Viti Levu"
"6440";"Rubus moluccanus_Viti Levu"
"6441";"Rubus moluccanus_Viti Levu"
"6442";"Rubus moluccanus_Viti Levu"
"6443";"Rubus moluccanus_Viti Levu"
"6444";"Rubus moluccanus_Viti Levu"
"6445";"Rubus moluccanus_Viti Levu"
"6446";"Rubus moluccanus_Viti Levu"
"6447";"Rubus moluccanus_Viti Levu"
"6448";"Rubus moluccanus_Viti Levu"
"6449";"Rubus rosifolius_Efate"
"6450";"Rubus rosifolius_Grande Terre"
"6451";"Rubus rosifolius_Grande Terre"
"6452";"Rubus rosifolius_Grande Terre"
"6453";"Rubus rosifolius_Hiva Oa"
"6454";"Rubus rosifolius_Hiva Oa"
"6455";"Rubus rosifolius_Moorea"
"6456";"Rubus rosifolius_Moorea"
"6457";"Rubus rosifolius_Tahiti"
"6458";"Blechum pyramidatum_Kayangel"
"6459";"Blechum pyramidatum_Kosrae"
"6460";"Blechum pyramidatum_Peleliu"
"6461";"Blechum pyramidatum_Pohnpei"
"6462";"Blechum pyramidatum_Rota"
"6463";"Blechum pyramidatum_Tinian"
"6464";"Blechum pyramidatum_Tutuila"
"6465";"Blechum pyramidatum_Wotje"
"6466";"Blechum pyramidatum_Yap"
"6467";"Ruellia brevifolia_Koro"
"6468";"Ruellia brevifolia_Ovalau"
"6469";"Ruellia brevifolia_Ovalau"
"6470";"Ruellia brevifolia_Ovalau"
"6471";"Ruellia brevifolia_Taveuni"
"6472";"Ruellia brevifolia_Vatu Vara"
"6473";"Ruellia brevifolia_Vatu Vara"
"6474";"Ruellia brevifolia_Viti Levu"
"6475";"Ruellia brevifolia_Viti Levu"
"6476";"Ruellia brevifolia_Viti Levu"
"6477";"Ruellia brevifolia_Viti Levu"
"6478";"Ruellia prostrata_Atiu"
"6479";"Ruellia prostrata_Ofu"
"6480";"Ruellia prostrata_Olosega"
"6481";"Ruellia prostrata_Olosega"
"6482";"Ruellia prostrata_Ta'u"
"6483";"Ruellia prostrata_Ta'u"
"6484";"Ruellia prostrata_Ta'u"
"6485";"Ruellia prostrata_Tutuila"
"6486";"Ruellia prostrata_Upolu"
"6487";"Ruellia prostrata_Wallis"
"6488";"Ruellia tuberosa_Ofu"
"6489";"Ruellia tuberosa_Ta'u"
"6490";"Ruellia tuberosa_Tutuila"
"6491";"Ruellia tuberosa_Tutuila"
"6492";"Rumex crispus_Lana'i"
"6493";"Russelia equisetiformis_Aitutaki"
"6494";"Russelia equisetiformis_Butaritari"
"6495";"Russelia equisetiformis_Koror"
"6496";"Russelia equisetiformis_Tarawa"
"6497";"Ruttya fruticosa_O'ahu"
"6498";"Saccharum spontaneum_Babeldaob"
"6499";"Saccharum spontaneum_Babeldaob"
"6500";"Saccharum spontaneum_Guadalcanal"
"6501";"Saccharum spontaneum_Guam"
"6502";"Saccharum spontaneum_Guam"
"6503";"Saccharum spontaneum_Guam"
"6504";"Saccharum spontaneum_Guam"
"6505";"Saccharum spontaneum_Guam"
"6506";"Saccharum spontaneum_Guam"
"6507";"Saccharum spontaneum_Koror"
"6508";"Saccharum spontaneum_Koror"
"6509";"Saccharum spontaneum_Kosrae"
"6510";"Saccharum spontaneum_Kosrae"
"6511";"Saccharum spontaneum_Koror"
"6512";"Saccharum spontaneum_Koror"
"6513";"Saccharum spontaneum_Ngerkebesang"
"6514";"Saccharum spontaneum_Peleliu"
"6515";"Saccharum spontaneum_Pohnpei"
"6516";"Saccharum spontaneum_Pohnpei"
"6517";"Saccharum spontaneum_Pohnpei"
"6518";"Saccharum spontaneum_Pohnpei"
"6519";"Saccharum spontaneum_Pohnpei"
"6520";"Saccharum spontaneum_Pohnpei"
"6521";"Saccharum spontaneum_Saipan"
"6522";"Saccharum spontaneum_Weno"
"6523";"Saccharum spontaneum_Weno"
"6524";"Saccharum spontaneum_Yap"
"6525";"Sacciolepis indica_Babeldaob"
"6526";"Sacciolepis indica_Babeldaob"
"6527";"Sacciolepis indica_Babeldaob"
"6528";"Sacciolepis indica_Babeldaob"
"6529";"Sacciolepis indica_Babeldaob"
"6530";"Sacciolepis indica_Babeldaob"
"6531";"Sacciolepis indica_Fatu Hiva"
"6532";"Sacciolepis indica_Grande Terre"
"6533";"Sacciolepis indica_Grande Terre"
"6534";"Sacciolepis indica_Grande Terre"
"6535";"Sacciolepis indica_Nuku Hiva"
"6536";"Sacciolepis indica_Pohnpei"
"6537";"Sacciolepis indica_Raiatea"
"6538";"Sacciolepis indica_Rapa"
"6539";"Sacciolepis indica_Tahiti"
"6540";"Sacciolepis indica_Tahiti"
"6541";"Sacciolepis indica_Tutuila"
"6542";"Sacciolepis indica_Viti Levu"
"6543";"Sacciolepis indica_Viti Levu"
"6544";"Sacciolepis indica_Viti Levu"
"6545";"Sacciolepis indica_Viti Levu"
"6546";"Sacciolepis indica_Viti Levu"
"6547";"Sacciolepis indica_Yap"
"6548";"Sagittaria sagittifolia_Hiva Oa"
"6549";"Salvia coccinea_Mangaia"
"6550";"Salvia coccinea_Ua Huka"
"6551";"Salvia occidentalis_Eua"
"6552";"Salvia occidentalis_Tongatapu"
"6553";"Salvia occidentalis_Upolu"
"6554";"Salvia occidentalis_Upolu"
"6555";"Salvinia adnata_NA"
"6556";"Albizia saman_Guam"
"6557";"Albizia saman_Guam"
"6558";"Albizia saman_Kanacea"
"6559";"Albizia saman_Koror"
"6560";"Albizia saman_Kosrae"
"6561";"Albizia saman_Koror"
"6562";"Albizia saman_Pitcairn"
"6563";"Albizia saman_Rotuma"
"6564";"Albizia saman_Taveuni"
"6565";"Albizia saman_Tongatapu"
"6566";"Albizia saman_Ua Huka"
"6567";"Albizia saman_Upolu"
"6568";"Albizia saman_Upolu"
"6569";"Albizia saman_Viti Levu"
"6570";"Albizia saman_Viti Levu"
"6571";"Sambucus canadensis_Guam"
"6572";"Sambucus canadensis_Pohnpei"
"6573";"Sambucus canadensis_Tahiti"
"6574";"Sambucus canadensis_Ua Huka"
"6575";"Sanchezia parvibracteata_Rarotonga"
"6576";"Sanchezia speciosa_Tahiti"
"6577";"Sanchezia speciosa_Tongatapu"
"6578";"Sanchezia speciosa_Tutuila"
"6579";"Sanchezia speciosa_Upolu"
"6580";"Sanchezia speciosa_Upolu"
"6581";"Sanchezia speciosa_Upolu"
"6582";"Sanchezia speciosa_Viti Levu"
"6583";"Sandoricum koetjape_Guam"
"6584";"Sandoricum koetjape_O'ahu"
"6585";"Dracaena trifasciata_Hiva Oa"
"6586";"Dracaena trifasciata_Koror"
"6587";"Dracaena trifasciata_Maupiti"
"6588";"Dracaena trifasciata_Nuku Hiva"
"6589";"Dracaena trifasciata_Tinian"
"6590";"Dracaena trifasciata_Upolu"
"6591";"Dracaena trifasciata_Viti Levu"
"6592";"Sapindus saponaria_Hiva Oa"
"6593";"Sapindus saponaria_Nuku Hiva"
"6594";"Sapindus saponaria_Ua Huka"
"6595";"Bignonia magnifica_O'ahu"
"6596";"Breynia androgyna_O'ahu"
"6597";"Schefflera actinophylla_Palmyra"
"6598";"Schefflera actinophylla_Palmyra"
"6599";"Schefflera actinophylla_Palmyra"
"6600";"Schefflera actinophylla_Viti Levu"
"6601";"Schefflera actinophylla_Viti Levu"
"6602";"Schefflera actinophylla_Viti Levu"
"6603";"Schefflera heptaphylla_O'ahu"
"6604";"Schinus terebinthifolius_Efate"
"6605";"Schinus terebinthifolius_Guam"
"6606";"Schinus terebinthifolius_Guam"
"6607";"Schinus terebinthifolius_Kwajalein"
"6608";"Schinus terebinthifolius_Tutuila"
"6609";"Schinus terebinthifolius_Viti Levu"
"6610";"Schinus terebinthifolius_Viti Levu"
"6611";"Scoparia dulcis_Peleliu"
"6612";"Scoparia dulcis_Peleliu"
"6613";"Hylocereus megalanthus_Kaua'i"
"6614";"Semecarpus anacardium_O'ahu"
"6615";"Senna alata_Babeldaob"
"6616";"Senna alata_NA"
"6617";"Senna alata_Dublon"
"6618";"Senna alata_Guadalcanal"
"6619";"Senna alata_Guadalcanal"
"6620";"Senna alata_Guadalcanal"
"6621";"Senna alata_Guadalcanal"
"6622";"Senna alata_Guam"
"6623";"Senna alata_Guam"
"6624";"Senna alata_Kapingamarangi"
"6625";"Senna alata_Koror"
"6626";"Senna alata_Koror"
"6627";"Senna alata_Koror"
"6628";"Senna alata_Kosrae"
"6629";"Senna alata_Maupiti"
"6630";"Senna alata_Moorea"
"6631";"Senna alata_Moorea"
"6632";"Senna alata_Ndeni"
"6633";"Senna alata_Nuku Hiva"
"6634";"Senna alata_Ovalau"
"6635";"Senna alata_Ovalau"
"6636";"Senna alata_Pohnpei"
"6637";"Senna alata_Pohnpei"
"6638";"Senna alata_Pohnpei"
"6639";"Senna alata_Pohnpei"
"6640";"Senna alata_Pohnpei"
"6641";"Senna alata_Pohnpei"
"6642";"Senna alata_Pohnpei"
"6643";"Senna alata_Rarotonga"
"6644";"Senna alata_Rurutu"
"6645";"Senna alata_Satawan"
"6646";"Senna alata_Savai'i"
"6647";"Senna alata_Savai'i"
"6648";"Senna alata_Savai'i"
"6649";"Senna alata_Tinian"
"6650";"Senna alata_Tutuila"
"6651";"Senna alata_Tutuila"
"6652";"Senna alata_Ua Huka"
"6653";"Senna alata_Upolu"
"6654";"Senna alata_Upolu"
"6655";"Senna alata_Viti Levu"
"6656";"Senna alata_Viti Levu"
"6657";"Senna alata_Viti Levu"
"6658";"Senna alata_Weno"
"6659";"Senna alata_Weno"
"6660";"Senna alata_Weno"
"6661";"Senna alata_Yap"
"6662";"Senna bicapsularis_Grande Terre"
"6663";"Senna didymobotrya_Lana'i"
"6664";"Senna didymobotrya_O'ahu"
"6665";"Senna obtusifolia_Babeldaob"
"6666";"Senna obtusifolia_Grande Terre"
"6667";"Senna obtusifolia_Makatea"
"6668";"Senna obtusifolia_Niau"
"6669";"Senna obtusifolia_Nuku Hiva"
"6670";"Senna obtusifolia_Pohnpei"
"6671";"Senna obtusifolia_Raiatea"
"6672";"Senna obtusifolia_Tahiti"
"6673";"Senna obtusifolia_Tahiti"
"6674";"Senna occidentalis_Eiao"
"6675";"Senna occidentalis_Eiao"
"6676";"Senna occidentalis_Fatu Hiva"
"6677";"Senna occidentalis_Fatu Hiva"
"6678";"Senna occidentalis_Koror"
"6679";"Senna occidentalis_Koror"
"6680";"Senna occidentalis_Niue"
"6681";"Senna septemtrionalis_Viti Levu"
"6682";"Senna septemtrionalis_Viti Levu"
"6683";"Senna septemtrionalis_Viti Levu"
"6684";"Senna septemtrionalis_Viti Levu"
"6685";"Senna septemtrionalis_Viti Levu"
"6686";"Senna septemtrionalis_Viti Levu"
"6687";"Senna siamea_Atiu"
"6688";"Senna siamea_Koror"
"6689";"Senna siamea_Koror"
"6690";"Senna siamea_Koror"
"6691";"Senna siamea_Koror"
"6692";"Senna siamea_Koror"
"6693";"Senna siamea_Ngerkebesang"
"6694";"Senna siamea_Rurutu"
"6695";"Senna siamea_Tahiti"
"6696";"Senna siamea_Tahiti"
"6697";"Senna siamea_Tahiti"
"6698";"Senna siamea_Ua Huka"
"6699";"Senna siamea_Viti Levu"
"6700";"Senna siamea_Viti Levu"
"6701";"Senna sophera_Tinian"
"6702";"Senna spectabilis_Hawai'i"
"6703";"Senna spectabilis_Maui"
"6704";"Senna spectabilis_O'ahu"
"6705";"Senna surattensis_Babeldaob"
"6706";"Senna surattensis_Tinian"
"6707";"Senna surattensis_Ua Huka"
"6708";"Senna tora_Eua"
"6709";"Senna tora_NA"
"6710";"Senna tora_Guam"
"6711";"Senna tora_Guam"
"6712";"Senna tora_Guam"
"6713";"Senna tora_Guam"
"6714";"Senna tora_Matuku"
"6715";"Senna tora_Pohnpei"
"6716";"Senna tora_Rota"
"6717";"Senna tora_Rotuma"
"6718";"Senna tora_Rotuma"
"6719";"Senna tora_Savai'i"
"6720";"Senna tora_Savai'i"
"6721";"Senna tora_Taveuni"
"6722";"Senna tora_Taveuni"
"6723";"Senna tora_Tongatapu"
"6724";"Senna tora_Tongatapu"
"6725";"Senna tora_Tongatapu"
"6726";"Senna tora_Tongatapu"
"6727";"Senna tora_Tongatapu"
"6728";"Senna tora_Tongatapu"
"6729";"Senna tora_Tutuila"
"6730";"Senna tora_Upolu"
"6731";"Senna tora_Upolu"
"6732";"Senna tora_Upolu"
"6733";"Senna tora_Vanua Levu"
"6734";"Senna tora_Vanua Mbalavu"
"6735";"Senna tora_Vava'u"
"6736";"Senna tora_Vava'u"
"6737";"Senna tora_Viti Levu"
"6738";"Senna tora_Viti Levu"
"6739";"Senna tora_Viti Levu"
"6740";"Senna tora_Viti Levu"
"6741";"Senna tora_Viti Levu"
"6742";"Sesbania cannabina_Babeldaob"
"6743";"Sesbania cannabina_Guam"
"6744";"Sesbania cannabina_Koror"
"6745";"Sesbania cannabina_Koror"
"6746";"Sesbania grandiflora_Grande Terre"
"6747";"Sesbania grandiflora_Guam"
"6748";"Sesbania grandiflora_Guam"
"6749";"Sesbania grandiflora_Guam"
"6750";"Sesbania grandiflora_Guam"
"6751";"Sesbania grandiflora_Guam"
"6752";"Sesbania grandiflora_Guam"
"6753";"Sesbania grandiflora_Guam"
"6754";"Sesbania grandiflora_Guam"
"6755";"Sesbania grandiflora_Guam"
"6756";"Sesbania grandiflora_Huahine"
"6757";"Sesbania grandiflora_Koror"
"6758";"Sesbania grandiflora_Koror"
"6759";"Sesbania grandiflora_Gau"
"6760";"Sesbania grandiflora_Gau"
"6761";"Sesbania grandiflora_Saipan"
"6762";"Sesbania grandiflora_Taha'a"
"6763";"Sesbania grandiflora_Taha'a"
"6764";"Sesbania grandiflora_Tahiti"
"6765";"Sesbania grandiflora_Tahiti"
"6766";"Sesbania grandiflora_Tahiti"
"6767";"Sesbania grandiflora_Tutuila"
"6768";"Sesbania grandiflora_Ua Huka"
"6769";"Sesbania grandiflora_Upolu"
"6770";"Sesbania grandiflora_Wake"
"6771";"Sesbania grandiflora_Yap"
"6772";"Sesbania grandiflora_Yap"
"6773";"Sesbania grandiflora_Yap"
"6774";"Setaria palmifolia_Upolu"
"6775";"Setaria palmifolia_Upolu"
"6776";"Setaria palmifolia_Upolu"
"6777";"Setaria palmifolia_Upolu"
"6778";"Setaria palmifolia_Viti Levu"
"6779";"Setaria palmifolia_Viti Levu"
"6780";"Setaria helvola_Atiu"
"6781";"Setaria helvola_Eua"
"6782";"Setaria helvola_Babeldaob"
"6783";"Setaria helvola_Babeldaob"
"6784";"Setaria helvola_Grande Terre"
"6785";"Setaria helvola_Guam"
"6786";"Setaria helvola_Guam"
"6787";"Setaria helvola_Guam"
"6788";"Setaria helvola_Ile des Pins"
"6789";"Setaria helvola_Kadavu"
"6790";"Setaria helvola_Nomuka"
"6791";"Setaria helvola_Nuku Hiva"
"6792";"Setaria helvola_Ovalau"
"6793";"Setaria helvola_Rarotonga"
"6794";"Setaria helvola_Rarotonga"
"6795";"Setaria helvola_Rarotonga"
"6796";"Setaria helvola_Rarotonga"
"6797";"Setaria helvola_Rota"
"6798";"Setaria helvola_Rota"
"6799";"Setaria helvola_Ta'u"
"6800";"Setaria helvola_Tahiti"
"6801";"Setaria helvola_Taveuni"
"6802";"Setaria helvola_Tongatapu"
"6803";"Setaria helvola_Tongatapu"
"6804";"Setaria helvola_Tutuila"
"6805";"Setaria helvola_Upolu"
"6806";"Setaria helvola_Upolu"
"6807";"Setaria helvola_Vanua Levu"
"6808";"Setaria helvola_Viti Levu"
"6809";"Setaria helvola_Viti Levu"
"6810";"Setaria helvola_Viti Levu"
"6811";"Setaria helvola_Viti Levu"
"6812";"Setaria helvola_Viti Levu"
"6813";"Setaria helvola_Viti Levu"
"6814";"Setaria helvola_Viti Levu"
"6815";"Setaria helvola_Viti Levu"
"6816";"Setaria helvola_Viti Levu"
"6817";"Setaria helvola_Viti Levu"
"6818";"Setaria helvola_Yap"
"6819";"Setaria sphacelata_Babeldaob"
"6820";"Setaria sphacelata_Babeldaob"
"6821";"Setaria sphacelata_Tahiti"
"6822";"Setaria verticillata_Nuku Hiva"
"6823";"Sida acuta_Fatu Hiva"
"6824";"Sida acuta_Guam"
"6825";"Sida acuta_Guam"
"6826";"Sida acuta_Guam"
"6827";"Sida acuta_Ha'ano"
"6828";"Sida acuta_Kosrae"
"6829";"Sida acuta_Kosrae"
"6830";"Sida acuta_Moorea"
"6831";"Sida acuta_Moorea"
"6832";"Sida acuta_Pagan"
"6833";"Sida acuta_Pohnpei"
"6834";"Sida acuta_Rota"
"6835";"Sida acuta_Weno"
"6836";"Sida acuta_Yap"
"6837";"Sida cordifolia_Ha'ano"
"6838";"Sida rhombifolia_Eua"
"6839";"Sida rhombifolia_Babeldaob"
"6840";"Sida rhombifolia_Babeldaob"
"6841";"Sida rhombifolia_Guam"
"6842";"Sida rhombifolia_Ha'ano"
"6843";"Sida rhombifolia_Hiva Oa"
"6844";"Sida rhombifolia_Hiva Oa"
"6845";"Sida rhombifolia_Kosrae"
"6846";"Sida rhombifolia_Ngedbus"
"6847";"Sida rhombifolia_Ngerkebesang"
"6848";"Sida rhombifolia_Ofu"
"6849";"Sida rhombifolia_Pagan"
"6850";"Sida rhombifolia_Pohnpei"
"6851";"Sida rhombifolia_Pohnpei"
"6852";"Sida rhombifolia_Pohnpei"
"6853";"Sida rhombifolia_Pohnpei"
"6854";"Sida rhombifolia_Pohnpei"
"6855";"Sida rhombifolia_Pohnpei"
"6856";"Sida rhombifolia_Pohnpei"
"6857";"Sida rhombifolia_Pohnpei"
"6858";"Sida rhombifolia_Ta'u"
"6859";"Sida rhombifolia_Ta'u"
"6860";"Sida rhombifolia_Tinian"
"6861";"Sida rhombifolia_Yap"
"6862";"Sidastrum paniculatum_Hiva Oa"
"6863";"Sidastrum paniculatum_Nuku Hiva"
"6864";"Sidastrum paniculatum_Nuku Hiva"
"6865";"Sidastrum paniculatum_Nuku Hiva"
"6866";"Sidastrum paniculatum_Tahuata"
"6867";"Sidastrum paniculatum_Ua Huka"
"6868";"Sigesbeckia orientalis_Eiao"
"6869";"Sigesbeckia orientalis_Raiatea"
"6870";"Sigesbeckia orientalis_Rapa"
"6871";"Sigesbeckia orientalis_Rurutu"
"6872";"Sigesbeckia orientalis_Tahuata"
"6873";"Sigesbeckia orientalis_Ua Huka"
"6874";"Solandra maxima_Rarotonga"
"6875";"Solandra maxima_Viti Levu"
"6876";"Solanum americanum_Guam"
"6877";"Solanum americanum_Hatuta'a"
"6878";"Solanum americanum_Koror"
"6879";"Solanum americanum_Niue"
"6880";"Solanum americanum_Tongatapu"
"6881";"Solanum americanum_Upolu"
"6882";"Solanum capsicoides_Hiva Oa"
"6883";"Solanum capsicoides_Tanna"
"6884";"Solanum capsicoides_Ua Huka"
"6885";"Solanum capsicoides_Vava'u"
"6886";"Solanum mauritianum_Eua"
"6887";"Solanum mauritianum_Eua"
"6888";"Solanum mauritianum_Aitutaki"
"6889";"Solanum mauritianum_Grande Terre"
"6890";"Solanum mauritianum_Nomuka"
"6891";"Solanum mauritianum_Rarotonga"
"6892";"Solanum mauritianum_Rarotonga"
"6893";"Solanum mauritianum_Rarotonga"
"6894";"Solanum mauritianum_Rarotonga"
"6895";"Solanum mauritianum_Tongatapu"
"6896";"Solanum mauritianum_Tongatapu"
"6897";"Solanum mauritianum_Tongatapu"
"6898";"Solanum mauritianum_Tongatapu"
"6899";"Solanum nigrum_Grande Terre"
"6900";"Solanum nigrum_Grande Terre"
"6901";"Solanum nigrum_Koror"
"6902";"Solanum seaforthianum_Efate"
"6903";"Solanum seaforthianum_Efate"
"6904";"Solanum seaforthianum_Grande Terre"
"6905";"Solanum seaforthianum_Grande Terre"
"6906";"Solanum seaforthianum_Tanna"
"6907";"Solanum torvum_Babeldaob"
"6908";"Solanum torvum_Babeldaob"
"6909";"Solanum torvum_NA"
"6910";"Solanum torvum_Mbanika"
"6911";"Solanum torvum_Mbanika"
"6912";"Solanum torvum_Mbanika"
"6913";"Solanum torvum_Grande Terre"
"6914";"Solanum torvum_Tahiti"
"6915";"Solanum torvum_Tahiti"
"6916";"Solanum torvum_Taveuni"
"6917";"Solanum torvum_Tinian"
"6918";"Solanum torvum_Tinian"
"6919";"Solanum torvum_Tongatapu"
"6920";"Solanum torvum_Tongatapu"
"6921";"Solanum torvum_Tongatapu"
"6922";"Solanum torvum_Tongatapu"
"6923";"Solanum torvum_Tongatapu"
"6924";"Solanum torvum_Tongatapu"
"6925";"Solanum torvum_Tutuila"
"6926";"Solanum torvum_Upolu"
"6927";"Solanum torvum_Vava'u"
"6928";"Solanum torvum_Viti Levu"
"6929";"Solanum torvum_Viti Levu"
"6930";"Solanum torvum_Viti Levu"
"6931";"Solanum torvum_Viti Levu"
"6932";"Solanum torvum_Viti Levu"
"6933";"Solanum torvum_Viti Levu"
"6934";"Solanum torvum_Viti Levu"
"6935";"Solanum torvum_Viti Levu"
"6936";"Solanum torvum_Viti Levu"
"6937";"Solanum torvum_Viti Levu"
"6938";"Solanum torvum_Viti Levu"
"6939";"Solanum torvum_Viti Levu"
"6940";"Solanum torvum_Viti Levu"
"6941";"Sonchus oleraceus_Hiva Oa"
"6942";"Sonchus oleraceus_Johnston"
"6943";"Sonchus oleraceus_Nuku Hiva"
"6944";"Sonchus oleraceus_Rapa"
"6945";"Sonchus oleraceus_Tahuata"
"6946";"Sonchus oleraceus_Tongatapu"
"6947";"Sonchus oleraceus_Ua Huka"
"6948";"Sorghum arundinaceum_Eua"
"6949";"Sorghum arundinaceum_Mangaia"
"6950";"Sorghum arundinaceum_Miti'aro"
"6951";"Sorghum arundinaceum_Niue"
"6952";"Sorghum arundinaceum_Niue"
"6953";"Sorghum arundinaceum_Rarotonga"
"6954";"Sorghum arundinaceum_Tongatapu"
"6955";"Sorghum arundinaceum_Upolu"
"6956";"Sorghum bicolor_Ta'u"
"6957";"Sorghum halepense_Babeldaob"
"6958";"Sorghum halepense_Babeldaob"
"6959";"Sorghum halepense_Babeldaob"
"6960";"Sorghum halepense_Guam"
"6961";"Sorghum halepense_Guam"
"6962";"Sorghum halepense_Guam"
"6963";"Sorghum halepense_Guam"
"6964";"Sorghum halepense_Guam"
"6965";"Sorghum halepense_Koror"
"6966";"Sorghum halepense_Koror"
"6967";"Sorghum halepense_Koror"
"6968";"Sorghum halepense_Mangaia"
"6969";"Sorghum halepense_Pitcairn"
"6970";"Sorghum halepense_Pitcairn"
"6971";"Sorghum halepense_Pohnpei"
"6972";"Sorghum halepense_Pohnpei"
"6973";"Sorghum halepense_Pohnpei"
"6974";"Sorghum halepense_Rota"
"6975";"Sorghum halepense_Rota"
"6976";"Sorghum halepense_Saipan"
"6977";"Sorghum halepense_Saipan"
"6978";"Sorghum halepense_Saipan"
"6979";"Sorghum halepense_Saipan"
"6980";"Sorghum halepense_Saipan"
"6981";"Sorghum halepense_Tinian"
"6982";"Sorghum halepense_Upolu"
"6983";"Sorghum halepense_Vanua Levu"
"6984";"Sorghum halepense_Viti Levu"
"6985";"Sorghum halepense_Weno"
"6986";"Spathodea campanulata_Aitutaki"
"6987";"Spathodea campanulata_Grande Terre"
"6988";"Spathodea campanulata_Guam"
"6989";"Spathodea campanulata_Guam"
"6990";"Spathodea campanulata_Guam"
"6991";"Spathodea campanulata_Guam"
"6992";"Spathodea campanulata_Guam"
"6993";"Spathodea campanulata_Guam"
"6994";"Spathodea campanulata_Koror"
"6995";"Spathodea campanulata_Koror"
"6996";"Spathodea campanulata_Koror"
"6997";"Spathodea campanulata_Moorea"
"6998";"Spathodea campanulata_Moorea"
"6999";"Spathodea campanulata_Nauru"
"7000";"Spathodea campanulata_Pohnpei"
"7001";"Spathodea campanulata_Rarotonga"
"7002";"Spathodea campanulata_Rarotonga"
"7003";"Spathodea campanulata_Tahiti"
"7004";"Spathodea campanulata_Teraina"
"7005";"Spathodea campanulata_Tutuila"
"7006";"Spathodea campanulata_Viti Levu"
"7007";"Spathodea campanulata_Viti Levu"
"7008";"Spathodea campanulata_Weno"
"7009";"Spathodea campanulata_Weno"
"7010";"Spathodea campanulata_Weno"
"7011";"Spathodea campanulata_Weno"
"7012";"Spathodea campanulata_Yap"
"7013";"Spermacoce confusa_Niue"
"7014";"Spermacoce confusa_Niue"
"7015";"Spermacoce exilis_Kosrae"
"7016";"Spermacoce exilis_Nukuoro"
"7017";"Spermacoce exilis_Pohnpei"
"7018";"Spermacoce exilis_Pohnpei"
"7019";"Spermacoce alata_Koror"
"7020";"Spermacoce alata_Upolu"
"7021";"Spermacoce ovalifolia_Babeldaob"
