"";"x"
"1979";"Chamaecrista nictitans_Koror"
"1980";"Chamaecrista nictitans_Koror"
"1981";"Chamaecrista nictitans_Niue"
"1982";"Chamaecrista nictitans_Pohnpei"
"1983";"Chamaecrista nictitans_Pohnpei"
"1984";"Chamaecrista nictitans_Pohnpei"
"1985";"Chamaecrista nictitans_Rota"
"1986";"Chamaecrista nictitans_Upolu"
"1987";"Chamaecrista nictitans_Upolu"
"1988";"Chamaecrista nictitans_Vava'u"
"1989";"Chamaecrista nictitans_Vava'u"
"1990";"Chamaecrista nictitans_Viti Levu"
"1991";"Chamaecrista nictitans_Viti Levu"
"1992";"Chamaecrista nictitans_Viti Levu"
"1993";"Chamaecrista nictitans_Viti Levu"
"1994";"Chamaecrista nictitans_Viti Levu"
"1995";"Chamaecrista nictitans_Weno"
"1996";"Chamaecrista nictitans_Weno"
"1997";"Chamaecrista nictitans_Weno"
"1998";"Chamaecrista nictitans_Weno"
"1999";"Chamaedorea seifrizii_Kaua'i"
"2000";"Chamaedorea seifrizii_O'ahu"
"2001";"Cheilocostus speciosus_Babeldaob"
"2002";"Cheilocostus speciosus_Babeldaob"
"2003";"Cheilocostus speciosus_Babeldaob"
"2004";"Cheilocostus speciosus_Babeldaob"
"2005";"Cheilocostus speciosus_Babeldaob"
"2006";"Cheilocostus speciosus_Koror"
"2007";"Cheilocostus speciosus_Koror"
"2008";"Cheilocostus speciosus_San Cristobal"
"2009";"Cheilocostus speciosus_Ndeni"
"2010";"Cheilocostus speciosus_Ngerkebesang"
"2011";"Cheilocostus speciosus_Pohnpei"
"2012";"Cheilocostus speciosus_Pohnpei"
"2013";"Cheilocostus speciosus_Pohnpei"
"2014";"Cheilocostus speciosus_Pohnpei"
"2015";"Cheilocostus speciosus_Pohnpei"
"2016";"Cheilocostus speciosus_Pohnpei"
"2017";"Cheilocostus speciosus_Rarotonga"
"2018";"Cheilocostus speciosus_Santa Isabel"
"2019";"Cheilocostus speciosus_Tutuila"
"2020";"Cheilocostus speciosus_Viti Levu"
"2021";"Cheilocostus speciosus_Viti Levu"
"2022";"Cheilocostus speciosus_Viti Levu"
"2023";"Cheilocostus speciosus_Viti Levu"
"2024";"Cheilocostus speciosus_Yap"
"2025";"Chloris barbata_Agrihan"
"2026";"Chloris barbata_Anatahan"
"2027";"Chloris barbata_Anatahan"
"2028";"Chloris barbata_Angaur"
"2029";"Chloris barbata_Babeldaob"
"2030";"Chloris barbata_Bikini"
"2031";"Chloris barbata_Bora Bora"
"2032";"Chloris barbata_Enewetak"
"2033";"Chloris barbata_Enewetak"
"2034";"Chloris barbata_Enewetak"
"2035";"Chloris barbata_Enewetak"
"2036";"Chloris barbata_Enewetak"
"2037";"Chloris barbata_Fangataufa"
"2038";"Chloris barbata_Grande Terre"
"2039";"Chloris barbata_Grande Terre"
"2040";"Chloris barbata_Guadalcanal"
"2041";"Chloris barbata_Guadalcanal"
"2042";"Chloris barbata_Guadalcanal"
"2043";"Chloris barbata_Guam"
"2044";"Chloris barbata_Guam"
"2045";"Chloris barbata_Guam"
"2046";"Chloris barbata_Guam"
"2047";"Chloris barbata_Guam"
"2048";"Chloris barbata_Huahine"
"2049";"Chloris barbata_Koror"
"2050";"Chloris barbata_Koror"
"2051";"Chloris barbata_Kwajalein"
"2052";"Chloris barbata_Majuro"
"2053";"Chloris barbata_Majuro"
"2054";"Chloris barbata_Koror"
"2055";"Chloris barbata_Koror"
"2056";"Chloris barbata_Nuku Hiva"
"2057";"Chloris barbata_Nuku Hiva"
"2058";"Chloris barbata_Nuku Hiva"
"2059";"Chloris barbata_Ofu"
"2060";"Chloris barbata_Peleliu"
"2061";"Chloris barbata_Pohnpei"
"2062";"Chloris barbata_Pohnpei"
"2063";"Chloris barbata_Pohnpei"
"2064";"Chloris barbata_Raiatea"
"2065";"Chloris barbata_Rota"
"2066";"Chloris barbata_Rota"
"2067";"Chloris barbata_Saipan"
"2068";"Chloris barbata_Saipan"
"2069";"Chloris barbata_Saipan"
"2070";"Chloris barbata_Sarigan"
"2071";"Chloris barbata_Ta'u"
"2072";"Chloris barbata_Ta'u"
"2073";"Chloris barbata_Tahiti"
"2074";"Chloris barbata_Tahiti"
"2075";"Chloris barbata_Tahiti"
"2076";"Chloris barbata_Tutuila"
"2077";"Chloris barbata_Tutuila"
"2078";"Chloris barbata_Tutuila"
"2079";"Chloris barbata_Tutuila"
"2080";"Chloris barbata_Tutuila"
"2081";"Chloris barbata_Ua Huka"
"2082";"Chloris barbata_Ulithi"
"2083";"Chloris barbata_Upolu"
"2084";"Chloris barbata_Vanua Levu"
"2085";"Chloris barbata_Viti Levu"
"2086";"Chloris barbata_Viti Levu"
"2087";"Chloris divaricata_Grande Terre"
"2088";"Chloris radiata_Guam"
"2089";"Chloris radiata_Guam"
"2090";"Chloris radiata_Guam"
"2091";"Chloris radiata_Koror"
"2092";"Chloris radiata_Koror"
"2093";"Chloris radiata_Koror"
"2094";"Chloris radiata_Kosrae"
"2095";"Chloris radiata_Rota"
"2096";"Chloris radiata_Saipan"
"2097";"Chloris radiata_Tutuila"
"2098";"Chloris virgata_Babeldaob"
"2099";"Chromolaena odorata_Babeldaob"
"2100";"Chromolaena odorata_Babeldaob"
"2101";"Chromolaena odorata_Babeldaob"
"2102";"Chromolaena odorata_Babeldaob"
"2103";"Chromolaena odorata_Babeldaob"
"2104";"Chromolaena odorata_Babeldaob"
"2105";"Chromolaena odorata_Bikini"
"2106";"Chromolaena odorata_Guam"
"2107";"Chromolaena odorata_Kosrae"
"2108";"Chromolaena odorata_Kosrae"
"2109";"Chromolaena odorata_Los Negros"
"2110";"Chromolaena odorata_Pagan"
"2111";"Chromolaena odorata_Pagan"
"2112";"Chromolaena odorata_Peleliu"
"2113";"Chromolaena odorata_Pohnpei"
"2114";"Chromolaena odorata_Pohnpei"
"2115";"Chromolaena odorata_Rota"
"2116";"Chromolaena odorata_Rota"
"2117";"Chromolaena odorata_Rota"
"2118";"Chromolaena odorata_Saipan"
"2119";"Chromolaena odorata_Tinian"
"2120";"Chromolaena odorata_Tinian"
"2121";"Chromolaena odorata_Tinian"
"2122";"Chromolaena odorata_Tinian"
"2123";"Chromolaena odorata_Weno"
"2124";"Chrysobalanus icaco_Fatu Hiva"
"2125";"Chrysobalanus icaco_Huahine"
"2126";"Chrysobalanus icaco_Nuku Hiva"
"2127";"Chrysobalanus icaco_Raiatea"
"2128";"Chrysobalanus icaco_Raiatea"
"2129";"Chrysobalanus icaco_Raiatea"
"2130";"Chrysobalanus icaco_Tahiti"
"2131";"Chrysobalanus icaco_Tahiti"
"2132";"Chrysobalanus icaco_Ua Huka"
"2133";"Chrysobalanus icaco_Viti Levu"
"2134";"Chrysobalanus icaco_Viti Levu"
"2135";"Chrysobalanus icaco_Viti Levu"
"2136";"Chrysobalanus icaco_Viti Levu"
"2137";"Chrysobalanus icaco_Viti Levu"
"2138";"Chrysobalanus icaco_Viti Levu"
"2139";"Chrysopogon aciculatus_Eua"
"2140";"Chrysopogon aciculatus_Babeldaob"
"2141";"Chrysopogon aciculatus_Babeldaob"
"2142";"Chrysopogon aciculatus_Babeldaob"
"2143";"Chrysopogon aciculatus_Babeldaob"
"2144";"Chrysopogon aciculatus_NA"
"2145";"Chrysopogon aciculatus_NA"
"2146";"Chrysopogon aciculatus_NA"
"2147";"Chrysopogon aciculatus_Fatu Hiva"
"2148";"Chrysopogon aciculatus_Fatu Hiva"
"2149";"Chrysopogon aciculatus_NA"
"2150";"Chrysopogon aciculatus_Grande Terre"
"2151";"Chrysopogon aciculatus_Guadalcanal"
"2152";"Chrysopogon aciculatus_Guam"
"2153";"Chrysopogon aciculatus_Guam"
"2154";"Chrysopogon aciculatus_Guam"
"2155";"Chrysopogon aciculatus_Guam"
"2156";"Chrysopogon aciculatus_Guam"
"2157";"Chrysopogon aciculatus_Guam"
"2158";"Chrysopogon aciculatus_Ha'afeva"
"2159";"Chrysopogon aciculatus_Huahine"
"2160";"Chrysopogon aciculatus_Koror"
"2161";"Chrysopogon aciculatus_Koror"
"2162";"Chrysopogon aciculatus_Kotu"
"2163";"Chrysopogon aciculatus_Kwajalein"
"2164";"Chrysopogon aciculatus_Lukunor"
"2165";"Chrysopogon aciculatus_Makatea"
"2166";"Chrysopogon aciculatus_San Cristobal"
"2167";"Chrysopogon aciculatus_Mohotani"
"2168";"Chrysopogon aciculatus_Nuku Hiva"
"2169";"Chrysopogon aciculatus_Pagan"
"2170";"Chrysopogon aciculatus_Pagan"
"2171";"Chrysopogon aciculatus_Pohnpei"
"2172";"Chrysopogon aciculatus_Pohnpei"
"2173";"Chrysopogon aciculatus_Raiatea"
"2174";"Chrysopogon aciculatus_Raiatea"
"2175";"Chrysopogon aciculatus_Raivavae"
"2176";"Chrysopogon aciculatus_Raivavae"
"2177";"Chrysopogon aciculatus_Rarotonga"
"2178";"Chrysopogon aciculatus_Rarotonga"
"2179";"Chrysopogon aciculatus_Rota"
"2180";"Chrysopogon aciculatus_Rotuma"
"2181";"Chrysopogon aciculatus_Rurutu"
"2182";"Chrysopogon aciculatus_Rurutu"
"2183";"Chrysopogon aciculatus_Saipan"
"2184";"Chrysopogon aciculatus_Savai'i"
"2185";"Chrysopogon aciculatus_Savai'i"
"2186";"Chrysopogon aciculatus_Savai'i"
"2187";"Chrysopogon aciculatus_Savai'i"
"2188";"Chrysopogon aciculatus_NA"
"2189";"Chrysopogon aciculatus_Swains"
"2190";"Chrysopogon aciculatus_Tahiti"
"2191";"Chrysopogon aciculatus_Tinian"
"2192";"Chrysopogon aciculatus_Tinian"
"2193";"Chrysopogon aciculatus_Tobi"
"2194";"Chrysopogon aciculatus_Tol"
"2195";"Chrysopogon aciculatus_Tomil"
"2196";"Chrysopogon aciculatus_NA"
"2197";"Chrysopogon aciculatus_Tongatapu"
"2198";"Chrysopogon aciculatus_Tutuila"
"2199";"Chrysopogon aciculatus_Tutuila"
"2200";"Chrysopogon aciculatus_Ua Huka"
"2201";"Chrysopogon aciculatus_Ulithi"
"2202";"Chrysopogon aciculatus_Ulithi"
"2203";"Chrysopogon aciculatus_Upolu"
"2204";"Chrysopogon aciculatus_Upolu"
"2205";"Chrysopogon aciculatus_Upolu"
"2206";"Chrysopogon aciculatus_Vanua Levu"
"2207";"Chrysopogon aciculatus_Viti Levu"
"2208";"Chrysopogon aciculatus_Viti Levu"
"2209";"Chrysopogon aciculatus_Viti Levu"
"2210";"Chrysopogon aciculatus_Weno"
"2211";"Chrysopogon aciculatus_Woleai"
"2212";"Chrysopogon aciculatus_Yap"
"2213";"Chrysopogon aciculatus_Yap"
"2214";"Chrysopogon aciculatus_Yap"
"2215";"Chrysopogon zizanioides_Hiva Oa"
"2216";"Chrysopogon zizanioides_Hiva Oa"
"2217";"Chrysopogon zizanioides_Mangaia"
"2218";"Chrysopogon zizanioides_Nuku Hiva"
"2219";"Chrysopogon zizanioides_NA"
"2220";"Cichorium intybus_O'ahu"
"2221";"Cinchona pubescens_Tahiti"
"2222";"Cinchona pubescens_Tahiti"
"2223";"Cinchona pubescens_Tahiti"
"2224";"Cinchona pubescens_Tahiti"
"2225";"Cinchona pubescens_Tahiti"
"2226";"Cinchona pubescens_Tahiti"
"2227";"Cinchona pubescens_Tahiti"
"2228";"Cinchona pubescens_Tahiti"
"2229";"Cinchona pubescens_Tahiti"
"2230";"Cinnamomum burmanni_Maui"
"2231";"Cinnamomum camphora_Guam"
"2232";"Cinnamomum camphora_Guam"
"2233";"Cinnamomum camphora_Moorea"
"2234";"Cinnamomum camphora_Moorea"
"2235";"Cinnamomum camphora_Rarotonga"
"2236";"Cinnamomum camphora_Rarotonga"
"2237";"Cinnamomum camphora_Rarotonga"
"2238";"Cinnamomum camphora_Ua Huka"
"2239";"Cinnamomum verum_Babeldaob"
"2240";"Cinnamomum verum_Chelbacheb"
"2241";"Cinnamomum verum_Koror"
"2242";"Cinnamomum verum_Miti'aro"
"2243";"Cinnamomum verum_Pohnpei"
"2244";"Cinnamomum verum_Pohnpei"
"2245";"Cinnamomum verum_Pohnpei"
"2246";"Cinnamomum verum_Raiatea"
"2247";"Cinnamomum verum_Rarotonga"
"2248";"Cinnamomum verum_Rarotonga"
"2249";"Cinnamomum verum_Savai'i"
"2250";"Cinnamomum verum_Savai'i"
"2251";"Cinnamomum verum_Savai'i"
"2252";"Cinnamomum verum_Tahiti"
"2253";"Cinnamomum verum_Tutuila"
"2254";"Cinnamomum verum_Tutuila"
"2255";"Cinnamomum verum_Upolu"
"2256";"Cinnamomum verum_Upolu"
"2257";"Cinnamomum verum_Upolu"
"2258";"Cinnamomum verum_Upolu"
"2259";"Cinnamomum verum_Upolu"
"2260";"Cinnamomum verum_Upolu"
"2261";"Cinnamomum verum_Ngerukabel"
"2262";"Cinnamomum verum_Vanua Levu"
"2263";"Cinnamomum verum_Vanua Levu"
"2264";"Cinnamomum verum_Vanua Levu"
"2265";"Cinnamomum verum_Vanua Levu"
"2266";"Cinnamomum verum_Viti Levu"
"2267";"Cinnamomum verum_Viti Levu"
"2268";"Cinnamomum verum_Viti Levu"
"2269";"Cinnamomum verum_Viti Levu"
"2270";"Cinnamomum verum_Viti Levu"
"2271";"Cissus rotundifolia_O'ahu"
"2272";"Cissus verticillata_Kaua'i"
"2273";"Cissus verticillata_O'ahu"
"2274";"Citharexylum caudatum_Maui"
"2275";"Citharexylum spinosum_O'ahu"
"2276";"Citharexylum spinosum_Viti Levu"
"2277";"Citharexylum spinosum_Viti Levu"
"2278";"Citharexylum spinosum_Viti Levu"
"2279";"Citrullus lanatus_Fatu Hiva"
"2280";"Citrullus lanatus_Ua Huka"
"2281";"Citrus aurantiifolia_x_Arno"
"2282";"Citrus aurantiifolia_x_Fatu Hiva"
"2283";"Citrus aurantiifolia_x_Hiva Oa"
"2284";"Citrus aurantiifolia_x_Hiva Oa"
"2285";"Citrus aurantiifolia_x_Koror"
"2286";"Citrus aurantiifolia_x_Olosega"
"2287";"Citrus aurantiifolia_x_Peleliu"
"2288";"Citrus aurantiifolia_x_Peleliu"
"2289";"Citrus aurantiifolia_x_Pohnpei"
"2290";"Citrus aurantiifolia_x_Pohnpei"
"2291";"Citrus aurantiifolia_x_Pohnpei"
"2292";"Citrus aurantiifolia_x_Pohnpei"
"2293";"Citrus aurantiifolia_x_Tahuata"
"2294";"Citrus aurantiifolia_x_Ua Huka"
"2295";"Citrus aurantiaca_Fatu Hiva"
"2296";"Citrus limon_Pohnpei"
"2297";"Arivela viscosa_Guam"
"2298";"Arivela viscosa_Guam"
"2299";"Arivela viscosa_Pohnpei"
"2300";"Arivela viscosa_Rarotonga"
"2301";"Arivela viscosa_Savai'i"
"2302";"Clerodendrum chinense_Aitutaki"
"2303";"Clerodendrum chinense_Makatea"
"2304";"Clerodendrum chinense_Olosega"
"2305";"Clerodendrum chinense_Raiatea"
"2306";"Clerodendrum chinense_Raivavae"
"2307";"Clerodendrum chinense_Rarotonga"
"2308";"Clerodendrum chinense_Ta'u"
"2309";"Clerodendrum chinense_Tutuila"
"2310";"Clerodendrum chinense_Upolu"
"2311";"Clerodendrum chinense_Upolu"
"2312";"Clerodendrum chinense_Upolu"
"2313";"Clerodendrum chinense_Upolu"
"2314";"Clerodendrum chinense_Vanua Levu"
"2315";"Clerodendrum chinense_Viti Levu"
"2316";"Clerodendrum japonicum_Kaua'i"
"2317";"Clerodendrum paniculatum_Angaur"
"2318";"Clerodendrum paniculatum_Koror"
"2319";"Clerodendrum paniculatum_Koror"
"2320";"Clerodendrum paniculatum_Koror"
"2321";"Clerodendrum paniculatum_New Ireland"
"2322";"Clerodendrum paniculatum_Pohnpei"
"2323";"Clerodendrum paniculatum_Pohnpei"
"2324";"Clerodendrum paniculatum_Viti Levu"
"2325";"Clerodendrum quadriloculare_Fefan"
"2326";"Clerodendrum quadriloculare_Fefan"
"2327";"Clerodendrum quadriloculare_Guam"
"2328";"Clerodendrum quadriloculare_Guam"
"2329";"Clerodendrum quadriloculare_Guam"
"2330";"Clerodendrum quadriloculare_Koror"
"2331";"Clerodendrum quadriloculare_Koror"
"2332";"Clerodendrum laevifolium_Kaua'i"
"2333";"Clerodendrum laevifolium_O'ahu"
"2334";"Clidemia hirta_Alofi"
"2335";"Clidemia hirta_Babeldaob"
"2336";"Clidemia hirta_Babeldaob"
"2337";"Clidemia hirta_Babeldaob"
"2338";"Clidemia hirta_Babeldaob"
"2339";"Clidemia hirta_Babeldaob"
"2340";"Clidemia hirta_Babeldaob"
"2341";"Clidemia hirta_Babeldaob"
"2342";"Clidemia hirta_Bougainville"
"2343";"Clidemia hirta_NA"
"2344";"Clidemia hirta_Kadavu"
"2345";"Clidemia hirta_Olosega"
"2346";"Clidemia hirta_Pohnpei"
"2347";"Clidemia hirta_Savai'i"
"2348";"Clidemia hirta_Taveuni"
"2349";"Clidemia hirta_Tutuila"
"2350";"Clidemia hirta_Tutuila"
"2351";"Clidemia hirta_Tutuila"
"2352";"Clidemia hirta_Tutuila"
"2353";"Clidemia hirta_Upolu"
"2354";"Clidemia hirta_Vanua Levu"
"2355";"Clidemia hirta_NA"
"2356";"Clidemia hirta_Viti Levu"
"2357";"Clidemia hirta_Viti Levu"
"2358";"Clidemia hirta_Viti Levu"
"2359";"Clidemia hirta_Viti Levu"
"2360";"Clidemia hirta_Viti Levu"
"2361";"Clidemia hirta_Viti Levu"
"2362";"Clidemia hirta_Viti Levu"
"2363";"Clidemia hirta_Viti Levu"
"2364";"Clidemia hirta_Viti Levu"
"2365";"Clidemia hirta_Viti Levu"
"2366";"Clidemia hirta_NA"
"2367";"Clitoria ternatea_Atiu"
"2368";"Clitoria ternatea_Guam"
"2369";"Clitoria ternatea_Guam"
"2370";"Clitoria ternatea_Guam"
"2371";"Clitoria ternatea_Guam"
"2372";"Clitoria ternatea_Guam"
"2373";"Clitoria ternatea_NA"
"2374";"Clitoria ternatea_Koro"
"2375";"Clitoria ternatea_Koror"
"2376";"Clitoria ternatea_Koror"
"2377";"Clitoria ternatea_Gau"
"2378";"Clitoria ternatea_Ngerkebesang"
"2379";"Clitoria ternatea_Nomuka"
"2380";"Clitoria ternatea_Pohnpei"
"2381";"Clitoria ternatea_Rarotonga"
"2382";"Clitoria ternatea_Saipan"
"2383";"Clitoria ternatea_Saipan"
"2384";"Clitoria ternatea_Saipan"
"2385";"Clitoria ternatea_Tahiti"
"2386";"Clitoria ternatea_Tanna"
"2387";"Clitoria ternatea_Tarawa"
"2388";"Clitoria ternatea_Tinian"
"2389";"Clitoria ternatea_Tinian"
"2390";"Clitoria ternatea_Tinian"
"2391";"Clitoria ternatea_Tinian"
"2392";"Clitoria ternatea_Tongatapu"
"2393";"Clitoria ternatea_Tuvuca"
"2394";"Clitoria ternatea_Vanua Mbalavu"
"2395";"Clitoria ternatea_Viti Levu"
"2396";"Clitoria ternatea_Viti Levu"
"2397";"Clitoria ternatea_Viti Levu"
"2398";"Clitoria ternatea_Viti Levu"
"2399";"Clitoria ternatea_Viti Levu"
"2400";"Clitoria ternatea_Weno"
"2401";"Clitoria ternatea_Weno"
"2402";"Clitoria ternatea_NA"
"2403";"Clusia rosea_Guam"
"2404";"Cnidoscolus aconitifolius_Kaua'i"
"2405";"Cnidoscolus aconitifolius_O'ahu"
"2406";"Coccinia grandis_Upolu"
"2407";"Coccinia grandis_Upolu"
"2408";"Coccinia grandis_Viti Levu"
"2409";"Coccinia grandis_Viti Levu"
"2410";"Coccinia grandis_Viti Levu"
"2411";"Coccinia grandis_Wake"
"2412";"Coccinia grandis_Wake"
"2413";"Coffea arabica_Erromango"
"2414";"Coffea arabica_Fatu Hiva"
"2415";"Coffea arabica_Fatu Hiva"
"2416";"Coffea arabica_Fatu Hiva"
"2417";"Coffea arabica_Fatu Hiva"
"2418";"Coffea arabica_Maupiti"
"2419";"Coffea arabica_Maupiti"
"2420";"Coffea arabica_Moorea"
"2421";"Coffea arabica_Moorea"
"2422";"Coffea arabica_Moorea"
"2423";"Coffea arabica_Moorea"
"2424";"Coffea arabica_Moorea"
"2425";"Coffea arabica_Nuku Hiva"
"2426";"Coffea arabica_Nuku Hiva"
"2427";"Coffea arabica_Nuku Hiva"
"2428";"Coffea arabica_Raivavae"
"2429";"Coffea arabica_Rarotonga"
"2430";"Coffea arabica_Rarotonga"
"2431";"Coffea arabica_Rarotonga"
"2432";"Coffea arabica_Rurutu"
"2433";"Coffea arabica_Tahiti"
"2434";"Coffea arabica_Tahiti"
"2435";"Coffea arabica_Tahuata"
"2436";"Coffea arabica_Tahuata"
"2437";"Coffea arabica_Tongatapu"
"2438";"Coffea arabica_Tongatapu"
"2439";"Coffea arabica_Upolu"
"2440";"Coffea arabica_Upolu"
"2441";"Coffea arabica_Viti Levu"
"2442";"Coffea arabica_Viti Levu"
"2443";"Coffea arabica_Viti Levu"
"2444";"Coffea arabica_Viti Levu"
"2445";"Coffea arabica_Viti Levu"
"2446";"Coffea arabica_Viti Levu"
"2447";"Coffea arabica_Viti Levu"
"2448";"Coffea arabica_Viti Levu"
"2449";"Coffea arabica_Viti Levu"
"2450";"Coffea arabica_Viti Levu"
"2451";"Coffea arabica_Viti Levu"
"2452";"Coffea arabica_Viti Levu"
"2453";"Coffea liberica_Atiu"
"2454";"Coffea liberica_Koror"
"2455";"Coffea liberica_Pohnpei"
"2456";"Coix lacryma-jobi_Koror"
"2457";"Coix lacryma-jobi_Yap"
"2458";"Colocasia esculenta_Babeldaob"
"2459";"Colocasia esculenta_Olosega"
"2460";"Colocasia esculenta_Pohnpei"
"2461";"Colocasia esculenta_Pohnpei"
"2462";"Commelina diffusa_Aitutaki"
"2463";"Commelina diffusa_Babeldaob"
"2464";"Commelina diffusa_Fatu Hiva"
"2465";"Commelina diffusa_Fatu Hiva"
"2466";"Commelina diffusa_Guam"
"2467";"Commelina diffusa_Guam"
"2468";"Commelina diffusa_Huahine"
"2469";"Commelina diffusa_Huahine"
"2470";"Commelina diffusa_Koror"
"2471";"Commelina diffusa_Makatea"
"2472";"Commelina diffusa_Koror"
"2473";"Commelina diffusa_Maupiti"
"2474";"Commelina diffusa_Maupiti"
"2475";"Commelina diffusa_San Cristobal"
"2476";"Commelina diffusa_Moorea"
"2477";"Commelina diffusa_Moorea"
"2478";"Commelina diffusa_Nu'utele"
"2479";"Commelina diffusa_Olosega"
"2480";"Commelina diffusa_Olosega"
"2481";"Commelina diffusa_Oneata"
"2482";"Commelina diffusa_Oneata"
"2483";"Commelina diffusa_Pitcairn"
"2484";"Commelina diffusa_Pohnpei"
"2485";"Commelina diffusa_Pohnpei"
"2486";"Commelina diffusa_Raivavae"
"2487";"Commelina diffusa_Rarotonga"
"2488";"Commelina diffusa_Rarotonga"
"2489";"Commelina diffusa_Rotuma"
"2490";"Commelina diffusa_Rotuma"
"2491";"Commelina diffusa_Rotuma"
"2492";"Commelina diffusa_Rurutu"
"2493";"Commelina diffusa_Savai'i"
"2494";"Commelina diffusa_Swains"
"2495";"Commelina diffusa_Ta'u"
"2496";"Commelina diffusa_Taha'a"
"2497";"Commelina diffusa_Tahiti"
"2498";"Commelina diffusa_Tahiti"
"2499";"Commelina diffusa_Tahuata"
"2500";"Commelina diffusa_Taveuni"
"2501";"Commelina diffusa_Tongatapu"
"2502";"Commelina diffusa_Ua Huka"
"2503";"Commelina diffusa_Upolu"
"2504";"Commelina diffusa_Upolu"
"2505";"Commelina diffusa_Upolu"
"2506";"Commelina diffusa_Vava'u"
"2507";"Commelina diffusa_Viti Levu"
"2508";"Commelina diffusa_Viti Levu"
"2509";"Commelina diffusa_Viti Levu"
"2510";"Commelina diffusa_Viti Levu"
"2511";"Commelina diffusa_Viti Levu"
"2512";"Commelina diffusa_Viti Levu"
"2513";"Commelina diffusa_Viti Levu"
"2514";"Commelina diffusa_Viti Levu"
"2515";"Erigeron bonariensis_Butaritari"
"2516";"Erigeron bonariensis_Eiao"
"2517";"Conyza canadensis_Babeldaob"
"2518";"Conyza canadensis_Babeldaob"
"2519";"Conyza canadensis_Babeldaob"
"2520";"Conyza canadensis_Bikini"
"2521";"Conyza canadensis_Bikini"
"2522";"Conyza canadensis_Koror"
"2523";"Conyza canadensis_Peleliu"
"2524";"Conyza canadensis_Peleliu"
"2525";"Conyza canadensis_Peleliu"
"2526";"Conyza canadensis_Peleliu"
"2527";"Conyza canadensis_Wotje"
"2528";"Corchorus aestuans_Guam"
"2529";"Corchorus aestuans_Ulithi"
"2530";"Cordia alliodora_Malakula"
"2531";"Cordia alliodora_Malakula"
"2532";"Cordia alliodora_NA"
"2533";"Cordia alliodora_Viti Levu"
"2534";"Cordia dichotoma_O'ahu"
"2535";"Bidens lanceolata_Maui"
"2536";"Cortaderia jubata_Maui"
"2537";"Cortaderia selloana_Kaua'i"
"2538";"Corynocarpus laevigatus_NA"
"2539";"Costus dubius_Kaua'i"
"2540";"Costus pulverulentus_Tutuila"
"2541";"Costus woodsonii_Kaua'i"
"2542";"Costus woodsonii_Ngerkebesang"
"2543";"Crassocephalum crepidioides_Pohnpei"
"2544";"Crassula multicava_O'ahu"
"2545";"Crassula multicava_O'ahu"
"2546";"Crassula ovata_O'ahu"
"2547";"Cratoxylum formosum_O'ahu"
"2548";"Crinum asiaticum_Angaur"
"2549";"Crinum asiaticum_NA"
"2550";"Crotalaria incana_Koror"
"2551";"Crotalaria incana_Koror"
"2552";"Crotalaria incana_Koror"
"2553";"Crotalaria incana_Pohnpei"
"2554";"Crotalaria incana_Pohnpei"
"2555";"Crotalaria incana_Tahiti"
"2556";"Crotalaria incana_Upolu"
"2557";"Crotalaria lanceolata_Nuku Hiva"
"2558";"Crotalaria micans_Atiu"
"2559";"Crotalaria micans_Aitutaki"
"2560";"Crotalaria micans_Aitutaki"
"2561";"Crotalaria micans_NA"
"2562";"Crotalaria micans_Mangaia"
"2563";"Crotalaria micans_Niue"
"2564";"Crotalaria micans_Pohnpei"
"2565";"Crotalaria micans_Savai'i"
"2566";"Crotalaria micans_Savai'i"
"2567";"Crotalaria micans_Savai'i"
"2568";"Crotalaria micans_Viti Levu"
"2569";"Crotalaria pallida_Angaur"
"2570";"Crotalaria pallida_Babeldaob"
"2571";"Crotalaria pallida_Babeldaob"
"2572";"Crotalaria pallida_Guam"
"2573";"Crotalaria pallida_Ni'ihau"
"2574";"Crotalaria pallida_Pohnpei"
"2575";"Crotalaria pallida_Pohnpei"
"2576";"Crotalaria pallida_Sarigan"
"2577";"Crotalaria retusa_Guam"
"2578";"Crotalaria retusa_Guam"
"2579";"Crotalaria retusa_Hiva Oa"
"2580";"Crotalaria retusa_Hiva Oa"
"2581";"Crotalaria retusa_Peleliu"
"2582";"Crotalaria retusa_Tahiti"
"2583";"Crotalaria retusa_Ua Huka"
"2584";"Crotalaria retusa_Yap"
"2585";"Crotalaria spectabilis_Babeldaob"
"2586";"Crotalaria spectabilis_Babeldaob"
"2587";"Crotalaria spectabilis_Babeldaob"
"2588";"Crotalaria spectabilis_Koror"
"2589";"Crotalaria spectabilis_Kosrae"
"2590";"Crotalaria spectabilis_Pohnpei"
"2591";"Crotalaria spectabilis_Weno"
"2592";"Crotalaria spectabilis_Weno"
"2593";"Cryptostegia grandiflora_Guam"
"2594";"Cryptostegia grandiflora_Kaua'i"
"2595";"Cryptostegia grandiflora_Kwajalein"
"2596";"Cryptostegia grandiflora_Niau"
"2597";"Cryptostegia grandiflora_O'ahu"
"2598";"Cryptostegia madagascariensis_Moloka'i"
"2599";"Cucumis anguria_O'ahu"
"2600";"Cuphea carthagenensis_Tahiti"
"2601";"Cuphea hyssopifolia_Pohnpei"
"2602";"Hesperocyparis arizonica_Hawai'i"
"2603";"Hesperocyparis arizonica_Maui"
"2604";"Hesperocyparis arizonica_O'ahu"
"2605";"Hesperocyparis macrocarpa_Maui"
